Date,Price,Open,High,Low,Change %
"Oct 09, 2018",2880.34,2882.51,2894.83,2874.27,-0.14%
"Oct 10, 2018",2785.68,2873.90,2874.02,2784.86,-3.29%
"Oct 11, 2018",2728.37,2776.87,2795.14,2710.51,-2.06%
"Oct 12, 2018",2767.13,2770.54,2775.77,2729.44,1.42%
"Oct 15, 2018",2750.79,2763.83,2775.99,2749.03,-0.59%
"Oct 16, 2018",2809.92,2767.05,2813.46,2766.91,2.15%
"Oct 17, 2018",2809.21,2811.67,2816.94,2781.81,-0.03%
"Oct 18, 2018",2768.78,2802.00,2806.04,2755.18,-1.44%
"Oct 19, 2018",2767.78,2775.66,2797.77,2760.27,-0.04%
"Oct 22, 2018",2755.88,2773.94,2778.94,2749.22,-0.43%
"Oct 23, 2018",2740.69,2721.03,2753.59,2691.43,-0.55%
"Oct 24, 2018",2656.10,2737.87,2742.59,2651.89,-3.09%
"Oct 25, 2018",2705.57,2674.88,2722.70,2667.84,1.86%
"Oct 26, 2018",2658.69,2667.86,2692.38,2628.16,-1.73%
"Oct 29, 2018",2641.25,2682.65,2706.85,2603.54,-0.66%
"Oct 30, 2018",2682.63,2640.68,2685.43,2635.34,1.57%
"Oct 31, 2018",2711.74,2705.60,2736.69,2705.60,1.09%
"Nov 01, 2018",2740.37,2717.58,2741.67,2708.85,1.06%
"Nov 02, 2018",2723.06,2745.45,2756.55,2700.44,-0.63%
"Nov 05, 2018",2738.31,2726.37,2744.27,2717.94,0.56%
"Nov 06, 2018",2755.45,2738.40,2756.82,2737.08,0.63%
"Nov 07, 2018",2813.89,2774.13,2815.15,2774.13,2.12%
"Nov 08, 2018",2806.83,2806.38,2814.75,2794.99,-0.25%
"Nov 09, 2018",2781.01,2794.10,2794.10,2764.24,-0.92%
"Nov 12, 2018",2726.22,2773.93,2775.99,2722.00,-1.97%
"Nov 13, 2018",2722.18,2730.05,2754.60,2714.98,-0.15%
"Nov 14, 2018",2701.58,2737.90,2746.80,2685.75,-0.76%
"Nov 15, 2018",2730.20,2693.52,2735.38,2670.75,1.06%
"Nov 16, 2018",2736.27,2718.54,2746.75,2712.16,0.22%
"Nov 19, 2018",2690.73,2730.74,2733.16,2681.09,-1.66%
"Nov 20, 2018",2641.89,2654.60,2669.44,2631.52,-1.82%
"Nov 21, 2018",2649.93,2657.74,2670.73,2649.82,0.30%
"Nov 23, 2018",2632.56,2633.36,2647.55,2631.09,-0.66%
"Nov 26, 2018",2673.45,2649.97,2674.35,2649.97,1.55%
"Nov 27, 2018",2682.17,2663.75,2682.53,2655.89,0.33%
"Nov 28, 2018",2743.79,2691.45,2744.00,2684.38,2.30%
"Nov 29, 2018",2737.76,2736.97,2753.75,2722.94,-0.22%
"Nov 30, 2018",2760.17,2737.76,2760.88,2732.76,0.82%
"Dec 03, 2018",2790.37,2790.50,2800.18,2773.38,1.09%
"Dec 04, 2018",2700.06,2782.43,2785.93,2697.18,-3.24%
"Dec 06, 2018",2695.95,2663.51,2696.15,2621.53,-0.15%
"Dec 07, 2018",2633.08,2691.26,2708.54,2623.14,-2.33%
"Dec 10, 2018",2637.72,2630.86,2647.51,2583.23,0.18%
"Dec 11, 2018",2636.78,2664.44,2674.35,2621.30,-0.04%
"Dec 12, 2018",2651.07,2658.23,2685.44,2650.26,0.54%
"Dec 13, 2018",2650.54,2658.70,2670.19,2637.27,-0.02%
"Dec 14, 2018",2599.95,2629.68,2635.07,2593.84,-1.91%
"Dec 17, 2018",2545.94,2590.75,2601.13,2530.54,-2.08%
"Dec 18, 2018",2546.16,2559.90,2573.99,2528.71,0.01%
"Dec 19, 2018",2506.96,2547.05,2585.29,2488.96,-1.54%
"Dec 20, 2018",2467.42,2496.77,2509.63,2441.18,-1.58%
"Dec 21, 2018",2416.62,2465.38,2504.41,2408.55,-2.06%
"Dec 24, 2018",2351.10,2400.56,2410.34,2351.10,-2.71%
"Dec 26, 2018",2467.70,2363.12,2467.76,2346.58,4.96%
"Dec 27, 2018",2488.83,2442.50,2489.10,2397.94,0.86%
"Dec 28, 2018",2485.74,2498.77,2520.27,2472.89,-0.12%
"Dec 31, 2018",2506.85,2498.94,2509.24,2482.82,0.85%
"Jan 02, 2019",2510.03,2476.96,2519.49,2467.47,0.13%
"Jan 03, 2019",2447.89,2491.92,2493.14,2443.96,-2.48%
"Jan 04, 2019",2531.94,2474.33,2538.07,2474.33,3.43%
"Jan 07, 2019",2549.69,2535.61,2566.16,2524.56,0.70%
"Jan 08, 2019",2574.41,2568.11,2579.82,2547.56,0.97%
"Jan 09, 2019",2584.96,2580.00,2595.32,2568.89,0.41%
"Jan 10, 2019",2596.64,2573.51,2597.82,2562.02,0.45%
"Jan 11, 2019",2596.26,2588.11,2596.27,2577.40,-0.01%
"Jan 14, 2019",2582.61,2580.31,2589.32,2570.41,-0.53%
"Jan 15, 2019",2610.30,2585.10,2613.08,2585.10,1.07%
"Jan 16, 2019",2616.10,2614.75,2625.76,2612.68,0.22%
"Jan 17, 2019",2635.96,2609.28,2645.06,2606.36,0.76%
"Jan 18, 2019",2670.71,2651.27,2675.47,2647.58,1.32%
"Jan 22, 2019",2632.90,2657.88,2657.88,2617.27,-1.42%
"Jan 23, 2019",2638.70,2643.48,2653.19,2612.86,0.22%
"Jan 24, 2019",2642.33,2638.84,2647.20,2627.01,0.14%
"Jan 25, 2019",2664.76,2657.44,2672.38,2657.33,0.85%
"Jan 28, 2019",2643.85,2644.97,2644.97,2624.06,-0.78%
"Jan 29, 2019",2640.00,2644.89,2650.93,2631.05,-0.15%
"Jan 30, 2019",2681.05,2653.62,2690.44,2648.34,1.55%
"Jan 31, 2019",2704.10,2685.49,2708.95,2678.65,0.86%
"Feb 01, 2019",2706.53,2702.32,2716.66,2696.88,0.09%
"Feb 04, 2019",2724.87,2706.49,2724.99,2698.75,0.68%
"Feb 05, 2019",2737.70,2728.34,2738.98,2724.03,0.47%
"Feb 06, 2019",2731.61,2735.05,2738.08,2724.15,-0.22%
"Feb 07, 2019",2706.05,2717.53,2719.32,2687.26,-0.94%
"Feb 08, 2019",2707.88,2692.36,2708.07,2681.83,0.07%
"Feb 11, 2019",2709.80,2712.40,2718.05,2703.79,0.07%
"Feb 12, 2019",2744.73,2722.61,2748.19,2722.61,1.29%
"Feb 13, 2019",2753.03,2750.30,2761.85,2748.63,0.30%
"Feb 14, 2019",2745.73,2743.50,2757.90,2731.23,-0.27%
"Feb 15, 2019",2775.60,2760.24,2775.66,2760.24,1.09%
"Feb 19, 2019",2779.76,2769.28,2787.33,2767.29,0.15%
"Feb 20, 2019",2784.70,2779.05,2789.88,2774.06,0.18%
"Feb 21, 2019",2774.88,2780.24,2781.58,2764.55,-0.35%
"Feb 22, 2019",2792.67,2780.67,2794.20,2779.11,0.64%
"Feb 25, 2019",2796.11,2804.35,2813.49,2794.99,0.12%
"Feb 26, 2019",2793.90,2792.36,2803.12,2789.47,-0.08%
"Feb 27, 2019",2792.38,2787.50,2795.76,2775.13,-0.05%
"Feb 28, 2019",2784.49,2788.11,2793.73,2782.51,-0.28%
"Mar 01, 2019",2803.69,2798.22,2808.02,2787.38,0.69%
"Mar 04, 2019",2792.81,2814.37,2816.88,2767.66,-0.39%
"Mar 05, 2019",2789.65,2794.41,2796.44,2782.97,-0.11%
"Mar 06, 2019",2771.45,2790.27,2790.27,2768.69,-0.65%
"Mar 07, 2019",2748.93,2766.53,2767.25,2739.09,-0.81%
"Mar 08, 2019",2743.07,2730.79,2744.13,2722.27,-0.21%
"Mar 11, 2019",2783.30,2747.61,2784.00,2747.61,1.47%
"Mar 12, 2019",2791.52,2787.34,2798.32,2786.73,0.30%
"Mar 13, 2019",2810.92,2799.78,2821.24,2799.78,0.69%
"Mar 14, 2019",2808.48,2810.38,2815.00,2803.46,-0.09%
"Mar 15, 2019",2822.48,2810.79,2830.73,2810.79,0.50%
"Mar 18, 2019",2832.94,2822.61,2835.41,2821.99,0.37%
"Mar 19, 2019",2832.57,2840.76,2852.42,2823.27,-0.01%
"Mar 20, 2019",2824.23,2831.34,2843.54,2812.43,-0.29%
"Mar 21, 2019",2854.88,2819.72,2860.31,2817.38,1.09%
"Mar 22, 2019",2800.71,2844.52,2846.16,2800.47,-1.90%
"Mar 25, 2019",2798.36,2796.01,2809.79,2785.02,-0.08%
"Mar 26, 2019",2818.46,2812.66,2829.87,2803.99,0.72%
"Mar 27, 2019",2805.37,2819.72,2825.56,2787.72,-0.46%
"Mar 28, 2019",2815.44,2809.40,2819.71,2798.77,0.36%
"Mar 29, 2019",2834.40,2828.27,2836.03,2819.23,0.67%
"Apr 01, 2019",2867.19,2848.63,2869.40,2848.63,1.16%
"Apr 02, 2019",2867.24,2868.24,2872.90,2858.75,0.00%
"Apr 03, 2019",2873.40,2876.09,2885.25,2865.17,0.21%
"Apr 04, 2019",2879.39,2873.99,2881.28,2867.14,0.21%
"Apr 05, 2019",2892.74,2884.16,2893.24,2882.99,0.46%
"Apr 08, 2019",2895.77,2888.46,2895.95,2880.78,0.10%
"Apr 09, 2019",2878.20,2886.58,2886.88,2873.33,-0.61%
"Apr 10, 2019",2888.21,2881.37,2889.71,2879.13,0.35%
"Apr 11, 2019",2888.32,2891.92,2893.42,2881.99,0.00%
"Apr 12, 2019",2907.41,2900.86,2910.54,2898.37,0.66%
"Apr 15, 2019",2905.58,2908.32,2909.60,2896.48,-0.06%
"Apr 16, 2019",2907.06,2912.26,2916.06,2900.71,0.05%
"Apr 17, 2019",2900.45,2916.04,2918.00,2895.45,-0.23%
"Apr 18, 2019",2905.03,2904.81,2908.40,2891.90,0.16%
"Apr 22, 2019",2907.97,2898.78,2909.51,2896.35,0.10%
"Apr 23, 2019",2933.68,2909.99,2936.31,2908.53,0.88%
"Apr 24, 2019",2927.25,2934.00,2936.83,2926.05,-0.22%
"Apr 25, 2019",2926.17,2928.99,2933.10,2912.84,-0.04%
"Apr 26, 2019",2939.88,2925.81,2939.88,2917.56,0.47%
"Apr 29, 2019",2943.03,2940.58,2949.52,2939.35,0.11%
"Apr 30, 2019",2945.83,2937.14,2948.22,2924.11,0.10%
"May 01, 2019",2923.73,2952.33,2954.13,2923.36,-0.75%
"May 02, 2019",2917.52,2922.16,2931.68,2900.50,-0.21%
"May 03, 2019",2945.64,2929.21,2947.85,2929.21,0.96%
"May 06, 2019",2932.47,2908.89,2937.32,2898.21,-0.45%
"May 07, 2019",2884.05,2913.03,2913.03,2862.60,-1.65%
"May 08, 2019",2879.42,2879.61,2897.96,2873.28,-0.16%
"May 09, 2019",2870.72,2859.84,2875.97,2836.40,-0.30%
"May 10, 2019",2881.40,2863.10,2891.31,2825.39,0.37%
"May 13, 2019",2811.87,2840.19,2840.19,2801.43,-2.41%
"May 14, 2019",2834.41,2820.12,2852.54,2820.12,0.80%
"May 15, 2019",2850.96,2820.38,2858.68,2815.08,0.58%
"May 16, 2019",2876.32,2855.80,2892.15,2855.80,0.89%
"May 17, 2019",2859.53,2858.60,2885.48,2854.23,-0.58%
"May 20, 2019",2840.23,2841.94,2853.86,2831.29,-0.67%
"May 21, 2019",2864.36,2854.02,2868.88,2854.02,0.85%
"May 22, 2019",2856.27,2856.06,2865.47,2851.11,-0.28%
"May 23, 2019",2822.24,2836.70,2836.70,2805.49,-1.19%
"May 24, 2019",2826.06,2832.41,2841.36,2820.19,0.14%
"May 28, 2019",2802.39,2830.03,2840.51,2801.58,-0.84%
"May 29, 2019",2783.02,2790.25,2792.03,2766.06,-0.69%
"May 30, 2019",2788.86,2786.94,2799.00,2776.74,0.21%
"May 31, 2019",2752.06,2766.15,2768.98,2750.52,-1.32%
"Jun 03, 2019",2744.45,2751.53,2763.07,2728.81,-0.28%
"Jun 04, 2019",2803.27,2762.64,2804.49,2762.64,2.14%
"Jun 05, 2019",2826.15,2818.09,2827.28,2800.92,0.82%
"Jun 06, 2019",2843.49,2828.51,2852.10,2822.45,0.61%
"Jun 07, 2019",2873.34,2852.87,2884.97,2852.87,1.05%
"Jun 10, 2019",2886.73,2885.83,2904.77,2885.51,0.47%
"Jun 11, 2019",2885.72,2903.27,2910.61,2878.53,-0.03%
"Jun 12, 2019",2879.84,2882.73,2888.57,2874.68,-0.20%
"Jun 13, 2019",2891.64,2886.24,2895.24,2881.99,0.41%
"Jun 14, 2019",2886.98,2886.82,2894.45,2879.62,-0.16%
"Jun 17, 2019",2889.67,2889.75,2897.27,2887.30,0.09%
"Jun 18, 2019",2917.75,2906.71,2930.79,2905.44,0.97%
"Jun 19, 2019",2926.46,2920.55,2931.74,2911.43,0.30%
"Jun 20, 2019",2954.18,2949.60,2958.06,2931.50,0.95%
"Jun 21, 2019",2950.46,2952.71,2964.15,2946.87,-0.13%
"Jun 24, 2019",2945.35,2951.42,2954.92,2944.05,-0.17%
"Jun 25, 2019",2917.38,2945.78,2946.52,2916.01,-0.95%
"Jun 26, 2019",2913.78,2926.07,2932.59,2912.99,-0.12%
"Jun 27, 2019",2924.92,2919.66,2929.30,2918.57,0.38%
"Jun 28, 2019",2941.76,2932.94,2943.98,2929.05,0.58%
"Jul 01, 2019",2964.33,2971.41,2977.93,2952.22,0.77%
"Jul 02, 2019",2973.01,2964.66,2973.21,2955.92,0.29%
"Jul 03, 2019",2995.82,2978.08,2995.84,2977.96,0.77%
"Jul 05, 2019",2990.41,2984.25,2994.03,2967.97,-0.18%
"Jul 08, 2019",2975.95,2979.77,2980.76,2970.09,-0.48%
"Jul 09, 2019",2979.63,2965.52,2981.90,2963.44,0.12%
"Jul 10, 2019",2993.07,2989.30,3002.98,2984.62,0.45%
"Jul 11, 2019",2999.91,2999.62,3002.33,2988.80,0.23%
"Jul 12, 2019",3013.77,3003.36,3013.92,3001.87,0.46%
"Jul 15, 2019",3014.30,3017.80,3017.80,3008.77,0.02%
"Jul 16, 2019",3004.04,3012.13,3015.02,3001.15,-0.34%
"Jul 17, 2019",2984.42,3005.10,3005.26,2984.25,-0.65%
"Jul 18, 2019",2995.11,2978.87,2998.28,2973.09,0.36%
"Jul 19, 2019",2976.61,3004.26,3006.02,2975.86,-0.62%
"Jul 22, 2019",2985.03,2981.93,2990.71,2976.65,0.28%
"Jul 23, 2019",3005.47,2994.74,3005.90,2988.56,0.68%
"Jul 24, 2019",3019.56,2998.77,3019.59,2996.82,0.47%
"Jul 25, 2019",3003.67,3016.26,3016.31,2997.24,-0.53%
"Jul 26, 2019",3025.86,3013.25,3027.98,3012.59,0.74%
"Jul 29, 2019",3020.97,3024.47,3025.61,3014.30,-0.16%
"Jul 30, 2019",3013.18,3007.66,3017.19,3000.94,-0.26%
"Jul 31, 2019",2980.38,3016.22,3017.40,2958.08,-1.09%
"Aug 01, 2019",2953.56,2980.32,3013.59,2945.23,-0.90%
"Aug 02, 2019",2932.05,2943.90,2945.50,2914.11,-0.73%
"Aug 05, 2019",2844.74,2898.07,2898.07,2822.12,-2.98%
"Aug 06, 2019",2881.77,2861.18,2884.40,2847.42,1.30%
"Aug 07, 2019",2883.98,2858.65,2892.17,2825.71,0.08%
"Aug 08, 2019",2938.09,2896.21,2938.72,2894.47,1.88%
"Aug 09, 2019",2918.65,2930.51,2935.75,2900.15,-0.66%
"Aug 12, 2019",2883.75,2907.07,2907.58,2873.14,-1.20%
"Aug 13, 2019",2926.32,2880.72,2943.31,2877.05,1.48%
"Aug 14, 2019",2840.60,2894.15,2894.15,2839.64,-2.93%
"Aug 15, 2019",2847.60,2846.20,2856.67,2825.51,0.25%
"Aug 16, 2019",2888.68,2864.74,2893.63,2864.74,1.44%
"Aug 19, 2019",2923.65,2913.48,2931.00,2913.48,1.21%
"Aug 20, 2019",2900.51,2919.01,2923.63,2899.60,-0.79%
"Aug 21, 2019",2924.43,2922.04,2928.73,2917.91,0.82%
"Aug 22, 2019",2922.95,2930.94,2939.08,2904.51,-0.05%
"Aug 23, 2019",2847.11,2911.07,2927.01,2834.97,-2.59%
"Aug 26, 2019",2878.38,2866.70,2879.27,2856.00,1.10%
"Aug 27, 2019",2869.16,2893.14,2898.79,2860.59,-0.32%
"Aug 28, 2019",2887.94,2861.28,2890.03,2853.05,0.65%
"Aug 29, 2019",2924.58,2910.37,2930.50,2905.67,1.27%
"Aug 30, 2019",2926.46,2937.09,2940.43,2913.32,0.06%
"Sep 03, 2019",2906.27,2909.01,2914.39,2891.85,-0.69%
"Sep 04, 2019",2937.78,2924.67,2938.84,2921.86,1.08%
"Sep 05, 2019",2976.00,2960.60,2985.86,2960.60,1.30%
"Sep 06, 2019",2978.71,2980.33,2985.03,2972.51,0.09%
"Sep 09, 2019",2978.43,2988.43,2989.43,2969.39,-0.01%
"Sep 10, 2019",2979.39,2971.01,2979.39,2957.01,0.03%
"Sep 11, 2019",3000.93,2981.41,3000.93,2975.31,0.72%
"Sep 12, 2019",3009.57,3009.08,3020.74,3000.92,0.29%
"Sep 13, 2019",3007.39,3012.21,3017.33,3002.90,-0.07%
"Sep 16, 2019",2997.96,2996.41,3002.19,2990.67,-0.31%
"Sep 17, 2019",3005.70,2995.67,3006.21,2993.73,0.26%
"Sep 18, 2019",3006.73,3001.50,3007.83,2978.57,0.03%
"Sep 19, 2019",3006.79,3010.36,3021.99,3003.16,0.00%
"Sep 20, 2019",2992.07,3008.42,3016.37,2984.68,-0.49%
"Sep 23, 2019",2991.78,2983.50,2999.15,2982.23,-0.01%
"Sep 24, 2019",2966.60,3002.43,3007.98,2957.73,-0.84%
"Sep 25, 2019",2984.87,2968.35,2989.82,2952.86,0.62%
"Sep 26, 2019",2977.62,2985.73,2987.28,2963.71,-0.24%
"Sep 27, 2019",2961.79,2985.47,2987.31,2945.53,-0.53%
"Sep 30, 2019",2976.74,2967.07,2983.85,2967.07,0.50%
"Oct 01, 2019",2940.25,2983.69,2992.53,2938.70,-1.23%
"Oct 02, 2019",2887.61,2924.78,2924.78,2874.93,-1.79%
"Oct 03, 2019",2910.63,2885.38,2911.13,2855.94,0.80%
"Oct 04, 2019",2952.01,2918.56,2953.74,2918.56,1.42%
"Oct 07, 2019",2938.79,2944.23,2959.75,2935.68,-0.45%
"Oct 08, 2019",2893.06,2920.40,2925.47,2892.66,-1.56%
"Oct 09, 2019",2919.40,2911.10,2929.32,2907.41,0.91%
"Oct 10, 2019",2938.13,2918.55,2948.46,2917.12,0.64%
"Oct 11, 2019",2970.27,2963.07,2993.28,2963.07,1.09%
"Oct 14, 2019",2966.15,2965.81,2972.84,2962.94,-0.14%
"Oct 15, 2019",2995.68,2973.61,3003.28,2973.61,1.00%
"Oct 16, 2019",2989.69,2989.68,2997.54,2985.20,-0.20%
"Oct 17, 2019",2997.95,3000.77,3008.29,2991.79,0.28%
"Oct 18, 2019",2986.20,2996.84,3000.00,2976.31,-0.39%
"Oct 21, 2019",3006.72,2996.48,3007.33,2995.35,0.69%
"Oct 22, 2019",2995.99,3010.73,3014.57,2995.04,-0.36%
"Oct 23, 2019",3004.52,2994.01,3004.78,2991.21,0.28%
"Oct 24, 2019",3010.29,3014.78,3016.07,3000.42,0.19%
"Oct 25, 2019",3022.55,3003.32,3027.39,3001.94,0.41%
"Oct 28, 2019",3039.42,3032.12,3044.08,3032.12,0.56%
"Oct 29, 2019",3036.89,3035.39,3047.87,3034.81,-0.08%
"Oct 30, 2019",3046.77,3039.74,3050.10,3025.96,0.33%
"Oct 31, 2019",3037.56,3046.90,3046.90,3023.19,-0.30%
"Nov 01, 2019",3066.91,3050.72,3066.95,3050.72,0.97%
"Nov 04, 2019",3078.27,3078.96,3085.20,3074.87,0.37%
"Nov 05, 2019",3074.62,3080.80,3083.95,3072.15,-0.12%
"Nov 06, 2019",3076.78,3075.10,3078.34,3065.89,0.07%
"Nov 07, 2019",3085.18,3087.02,3097.77,3080.23,0.27%
"Nov 08, 2019",3093.08,3081.25,3093.09,3073.58,0.26%
"Nov 11, 2019",3087.01,3080.33,3088.33,3075.82,-0.20%
"Nov 12, 2019",3091.84,3089.28,3102.61,3084.73,0.16%
"Nov 13, 2019",3094.04,3084.18,3098.06,3078.80,0.07%
"Nov 14, 2019",3096.63,3090.75,3098.20,3083.26,0.08%
"Nov 15, 2019",3120.46,3107.92,3120.46,3104.60,0.77%
"Nov 18, 2019",3122.03,3117.91,3124.17,3112.06,0.05%
"Nov 19, 2019",3120.18,3127.45,3127.64,3113.47,-0.06%
"Nov 20, 2019",3108.46,3114.66,3118.97,3091.41,-0.38%
"Nov 21, 2019",3103.54,3108.49,3110.11,3094.55,-0.16%
"Nov 22, 2019",3110.29,3111.41,3112.87,3099.26,0.22%
"Nov 25, 2019",3133.64,3117.44,3133.83,3117.44,0.75%
"Nov 26, 2019",3140.52,3134.85,3142.69,3131.00,0.22%
"Nov 27, 2019",3153.63,3145.49,3154.26,3143.41,0.42%
"Nov 29, 2019",3140.98,3147.18,3150.30,3139.34,-0.40%
"Dec 02, 2019",3113.87,3143.85,3144.31,3110.78,-0.86%
"Dec 03, 2019",3093.20,3087.41,3094.97,3070.33,-0.66%
"Dec 04, 2019",3112.76,3103.50,3119.38,3102.53,0.63%
"Dec 05, 2019",3117.43,3119.21,3119.45,3103.76,0.15%
"Dec 06, 2019",3145.91,3134.62,3150.60,3134.62,0.91%
"Dec 09, 2019",3135.96,3141.86,3148.87,3135.46,-0.32%
"Dec 10, 2019",3132.52,3135.36,3142.12,3126.09,-0.11%
"Dec 11, 2019",3141.63,3135.75,3143.98,3133.21,0.29%
"Dec 12, 2019",3168.57,3141.23,3176.28,3138.47,0.86%
"Dec 13, 2019",3168.80,3166.65,3182.68,3156.51,0.01%
"Dec 16, 2019",3191.45,3183.63,3197.71,3183.63,0.71%
"Dec 17, 2019",3192.52,3195.40,3198.22,3191.03,0.03%
"Dec 18, 2019",3191.14,3195.21,3198.48,3191.14,-0.04%
"Dec 19, 2019",3205.37,3192.32,3205.48,3192.32,0.45%
"Dec 20, 2019",3221.22,3223.33,3225.65,3216.03,0.49%
"Dec 23, 2019",3224.01,3226.05,3227.78,3222.30,0.09%
"Dec 24, 2019",3223.38,3225.45,3226.43,3220.51,-0.02%
"Dec 26, 2019",3239.91,3227.20,3240.08,3227.20,0.51%
"Dec 27, 2019",3240.02,3247.23,3247.93,3234.37,0.00%
"Dec 30, 2019",3221.29,3240.09,3240.92,3216.57,-0.58%
"Dec 31, 2019",3230.78,3215.18,3231.72,3212.03,0.29%
"Jan 02, 2020",3257.85,3244.67,3258.14,3235.53,0.84%
"Jan 03, 2020",3234.85,3226.36,3246.15,3222.34,-0.71%
"Jan 06, 2020",3246.28,3217.55,3246.84,3214.64,0.35%
"Jan 07, 2020",3237.18,3241.86,3244.91,3232.43,-0.28%
"Jan 08, 2020",3253.05,3238.59,3267.07,3236.67,0.49%
"Jan 09, 2020",3274.70,3266.03,3275.58,3263.67,0.67%
"Jan 10, 2020",3265.35,3281.81,3282.99,3260.86,-0.29%
"Jan 13, 2020",3288.13,3271.13,3288.13,3268.43,0.70%
"Jan 14, 2020",3283.15,3285.35,3294.25,3277.19,-0.15%
"Jan 15, 2020",3289.29,3282.27,3298.66,3280.69,0.19%
"Jan 16, 2020",3316.81,3302.97,3317.11,3302.82,0.84%
"Jan 17, 2020",3329.62,3323.66,3329.88,3318.86,0.39%
"Jan 21, 2020",3320.79,3321.03,3329.79,3316.61,-0.27%
"Jan 22, 2020",3321.75,3330.02,3337.77,3320.04,0.03%
"Jan 23, 2020",3325.54,3315.77,3326.88,3301.87,0.11%
"Jan 24, 2020",3295.47,3333.10,3333.18,3281.53,-0.90%
"Jan 27, 2020",3243.63,3247.16,3258.85,3234.50,-1.57%
"Jan 28, 2020",3276.24,3255.35,3285.78,3253.22,1.01%
"Jan 29, 2020",3273.40,3289.46,3293.47,3271.89,-0.09%
"Jan 30, 2020",3283.66,3256.45,3285.91,3242.80,0.31%
"Jan 31, 2020",3225.52,3282.33,3282.33,3214.68,-1.77%
"Feb 03, 2020",3248.92,3235.66,3268.44,3235.66,0.73%
"Feb 04, 2020",3297.59,3280.61,3306.92,3280.61,1.50%
"Feb 05, 2020",3334.69,3324.91,3337.58,3313.75,1.13%
"Feb 06, 2020",3345.78,3344.92,3347.96,3334.39,0.33%
"Feb 07, 2020",3327.71,3335.54,3341.42,3322.12,-0.54%
"Feb 10, 2020",3352.09,3318.28,3352.26,3317.77,0.73%
"Feb 11, 2020",3357.75,3365.87,3375.63,3352.72,0.17%
"Feb 12, 2020",3379.45,3370.50,3381.47,3369.72,0.65%
"Feb 13, 2020",3373.94,3365.90,3385.09,3360.52,-0.16%
"Feb 14, 2020",3380.16,3378.08,3380.69,3366.15,0.18%
"Feb 18, 2020",3370.29,3369.04,3375.01,3355.61,-0.29%
"Feb 19, 2020",3386.15,3380.39,3393.52,3378.83,0.47%
"Feb 20, 2020",3373.23,3380.45,3389.15,3341.02,-0.38%
"Feb 21, 2020",3337.75,3360.50,3360.76,3328.45,-1.05%
"Feb 24, 2020",3225.89,3257.61,3259.81,3214.65,-3.35%
"Feb 25, 2020",3128.21,3238.94,3246.99,3118.77,-3.03%
"Feb 26, 2020",3116.39,3139.90,3182.51,3108.99,-0.38%
"Feb 27, 2020",2978.76,3062.54,3097.07,2977.39,-4.42%
"Feb 28, 2020",2954.22,2916.90,2959.72,2855.84,-0.82%
"Mar 02, 2020",3090.23,2974.28,3090.96,2945.19,4.60%
"Mar 03, 2020",3003.37,3096.46,3136.72,2976.63,-2.81%
"Mar 04, 2020",3130.12,3045.75,3130.97,3034.38,4.22%
"Mar 05, 2020",3023.94,3075.70,3083.04,2999.83,-3.39%
"Mar 06, 2020",2972.37,2954.20,2985.93,2901.54,-1.71%
"Mar 09, 2020",2746.56,2863.89,2863.89,2734.43,-7.60%
"Mar 10, 2020",2882.23,2813.48,2882.59,2734.00,4.94%
"Mar 11, 2020",2741.38,2825.60,2825.60,2707.22,-4.89%
"Mar 12, 2020",2480.64,2630.86,2660.95,2478.86,-9.51%
"Mar 13, 2020",2711.02,2569.99,2711.33,2492.37,9.29%
"Mar 16, 2020",2386.13,2508.59,2562.98,2380.94,-11.98%
"Mar 17, 2020",2529.19,2425.66,2553.93,2367.04,6.00%
"Mar 18, 2020",2398.10,2436.50,2453.57,2280.52,-5.18%
"Mar 19, 2020",2409.39,2393.48,2466.97,2319.78,0.47%
"Mar 20, 2020",2304.92,2431.94,2453.01,2295.56,-4.34%
"Mar 23, 2020",2237.40,2290.71,2300.73,2191.86,-2.93%
"Mar 24, 2020",2447.33,2344.44,2449.71,2344.44,9.38%
"Mar 25, 2020",2475.56,2457.77,2571.42,2407.53,1.15%
"Mar 26, 2020",2630.07,2501.29,2637.01,2500.72,6.24%
"Mar 27, 2020",2541.47,2555.87,2615.91,2520.02,-3.37%
"Mar 30, 2020",2626.65,2558.98,2631.80,2545.28,3.35%
"Mar 31, 2020",2584.59,2614.69,2641.39,2571.15,-1.60%
"Apr 01, 2020",2470.50,2498.08,2522.75,2447.49,-4.41%
"Apr 02, 2020",2526.90,2458.54,2533.22,2455.79,2.28%
"Apr 03, 2020",2488.65,2514.92,2538.18,2459.96,-1.51%
"Apr 06, 2020",2663.68,2578.28,2676.85,2574.57,7.03%
"Apr 07, 2020",2659.41,2738.65,2756.89,2657.67,-0.16%
"Apr 08, 2020",2749.98,2685.00,2760.75,2663.30,3.41%
"Apr 09, 2020",2789.82,2776.99,2818.57,2762.36,1.45%
"Apr 13, 2020",2761.63,2782.46,2782.46,2721.17,-1.01%
"Apr 14, 2020",2846.06,2805.10,2851.85,2805.10,3.06%
"Apr 15, 2020",2783.36,2795.64,2801.88,2761.54,-2.20%
"Apr 16, 2020",2799.55,2799.34,2806.51,2764.32,0.58%
"Apr 17, 2020",2874.56,2842.43,2879.22,2830.88,2.68%
"Apr 20, 2020",2823.16,2845.62,2868.98,2820.43,-1.79%
