Date,Price,Open,High,Low,Change %
"Dec 31, 2007",1468.36,1475.25,1475.83,1465.13,-0.69%
"Jan 02, 2008",1447.16,1467.97,1471.77,1442.07,-1.44%
"Jan 03, 2008",1447.16,1447.55,1456.80,1443.73,0.00%
"Jan 04, 2008",1411.63,1444.01,1444.01,1411.19,-2.46%
"Jan 07, 2008",1416.18,1414.07,1423.87,1403.45,0.32%
"Jan 08, 2008",1390.19,1415.71,1430.28,1388.30,-1.84%
"Jan 09, 2008",1409.13,1390.25,1409.19,1378.70,1.36%
"Jan 10, 2008",1420.33,1406.78,1429.09,1395.31,0.79%
"Jan 11, 2008",1401.02,1419.91,1419.91,1394.83,-1.36%
"Jan 14, 2008",1416.25,1402.91,1417.89,1402.91,1.09%
"Jan 15, 2008",1380.95,1411.88,1411.88,1380.60,-2.49%
"Jan 16, 2008",1373.20,1377.41,1391.99,1364.27,-0.56%
"Jan 17, 2008",1333.25,1374.79,1377.72,1330.67,-2.91%
"Jan 18, 2008",1325.19,1333.90,1350.28,1312.51,-0.60%
"Jan 22, 2008",1310.50,1312.94,1322.09,1274.29,-1.11%
"Jan 23, 2008",1338.60,1310.41,1339.09,1270.05,2.14%
"Jan 24, 2008",1352.07,1340.13,1355.15,1334.31,1.01%
"Jan 25, 2008",1330.61,1357.32,1368.56,1327.50,-1.59%
"Jan 28, 2008",1353.96,1330.70,1353.97,1322.26,1.75%
"Jan 29, 2008",1362.30,1355.94,1364.93,1350.19,0.62%
"Jan 30, 2008",1355.81,1362.22,1385.86,1352.95,-0.48%
"Jan 31, 2008",1378.55,1351.98,1385.62,1334.08,1.68%
"Feb 01, 2008",1395.42,1378.60,1396.02,1375.93,1.22%
"Feb 04, 2008",1380.82,1395.38,1395.38,1379.69,-1.05%
"Feb 05, 2008",1336.64,1380.28,1380.28,1336.64,-3.20%
"Feb 06, 2008",1326.45,1339.48,1351.96,1324.34,-0.76%
"Feb 07, 2008",1336.91,1324.01,1347.16,1316.75,0.79%
"Feb 08, 2008",1331.29,1336.88,1341.22,1321.06,-0.42%
"Feb 11, 2008",1339.13,1331.92,1341.40,1320.32,0.59%
"Feb 12, 2008",1348.86,1340.55,1362.10,1339.36,0.73%
"Feb 13, 2008",1367.21,1353.12,1369.23,1350.78,1.36%
"Feb 14, 2008",1348.86,1367.33,1368.16,1347.31,-1.34%
"Feb 15, 2008",1349.99,1347.52,1350.00,1338.13,0.08%
"Feb 19, 2008",1348.78,1355.86,1367.28,1345.05,-0.09%
"Feb 20, 2008",1360.03,1348.39,1363.71,1336.55,0.83%
"Feb 21, 2008",1342.53,1362.21,1367.94,1339.34,-1.29%
"Feb 22, 2008",1353.11,1344.22,1354.30,1327.04,0.79%
"Feb 25, 2008",1371.80,1352.75,1374.36,1346.03,1.38%
"Feb 26, 2008",1381.29,1371.76,1387.34,1363.29,0.69%
"Feb 27, 2008",1380.02,1378.95,1388.34,1372.00,-0.09%
"Feb 28, 2008",1367.68,1378.16,1378.16,1363.16,-0.89%
"Feb 29, 2008",1330.63,1364.07,1364.07,1325.42,-2.71%
"Mar 03, 2008",1331.34,1330.45,1335.13,1320.04,0.05%
"Mar 04, 2008",1326.75,1329.58,1331.03,1307.39,-0.34%
"Mar 05, 2008",1333.70,1327.69,1344.19,1320.22,0.52%
"Mar 06, 2008",1304.34,1332.20,1332.20,1303.42,-2.20%
"Mar 07, 2008",1293.37,1301.53,1313.24,1282.43,-0.84%
"Mar 10, 2008",1273.37,1293.16,1295.01,1272.66,-1.55%
"Mar 11, 2008",1320.65,1274.40,1320.65,1274.40,3.71%
"Mar 12, 2008",1308.77,1321.13,1333.26,1307.86,-0.90%
"Mar 13, 2008",1315.48,1305.26,1321.68,1282.11,0.51%
"Mar 14, 2008",1288.14,1316.05,1321.47,1274.86,-2.08%
"Mar 17, 2008",1276.60,1283.21,1287.50,1256.98,-0.90%
"Mar 18, 2008",1330.74,1277.16,1330.74,1277.16,4.24%
"Mar 19, 2008",1298.42,1330.97,1341.51,1298.42,-2.43%
"Mar 20, 2008",1329.51,1299.67,1330.67,1295.22,2.39%
"Mar 24, 2008",1349.88,1330.29,1359.68,1330.29,1.53%
"Mar 25, 2008",1352.99,1349.07,1357.47,1341.21,0.23%
"Mar 26, 2008",1341.13,1352.45,1352.45,1336.41,-0.88%
"Mar 27, 2008",1325.76,1340.34,1345.62,1325.66,-1.15%
"Mar 28, 2008",1315.22,1327.02,1334.87,1312.95,-0.80%
"Mar 31, 2008",1322.70,1315.92,1328.52,1312.81,0.57%
"Apr 01, 2008",1370.18,1326.41,1370.18,1326.41,3.59%
"Apr 02, 2008",1367.53,1369.96,1377.95,1361.55,-0.19%
"Apr 03, 2008",1369.31,1365.69,1375.66,1358.68,0.13%
"Apr 04, 2008",1370.40,1369.85,1380.91,1362.83,0.08%
"Apr 07, 2008",1372.54,1373.69,1386.74,1369.02,0.16%
"Apr 08, 2008",1365.54,1370.16,1370.16,1360.62,-0.51%
"Apr 09, 2008",1354.49,1365.50,1368.39,1349.97,-0.81%
"Apr 10, 2008",1360.55,1355.37,1367.24,1350.11,0.45%
"Apr 11, 2008",1332.83,1357.98,1357.98,1331.21,-2.04%
"Apr 14, 2008",1328.32,1332.20,1335.64,1326.16,-0.34%
"Apr 15, 2008",1334.43,1331.72,1337.72,1324.35,0.46%
"Apr 16, 2008",1364.71,1337.02,1365.49,1337.02,2.27%
"Apr 17, 2008",1365.56,1363.37,1368.60,1357.25,0.06%
"Apr 18, 2008",1390.33,1369.00,1395.90,1369.00,1.81%
"Apr 21, 2008",1388.17,1387.72,1390.23,1379.25,-0.16%
"Apr 22, 2008",1375.94,1386.43,1386.43,1369.84,-0.88%
"Apr 23, 2008",1379.93,1378.40,1387.87,1372.24,0.29%
"Apr 24, 2008",1388.82,1380.52,1397.72,1371.09,0.64%
"Apr 25, 2008",1397.84,1387.88,1399.11,1379.98,0.65%
"Apr 28, 2008",1396.37,1397.96,1402.90,1394.40,-0.11%
"Apr 29, 2008",1390.94,1395.61,1397.00,1386.70,-0.39%
"Apr 30, 2008",1385.59,1391.22,1404.57,1384.25,-0.38%
"May 01, 2008",1409.34,1385.97,1410.07,1383.07,1.71%
"May 02, 2008",1413.90,1409.16,1422.72,1406.25,0.32%
"May 05, 2008",1407.49,1415.34,1415.34,1404.37,-0.45%
"May 06, 2008",1418.26,1405.60,1421.57,1397.10,0.77%
"May 07, 2008",1392.57,1417.49,1419.54,1391.16,-1.81%
"May 08, 2008",1397.68,1394.29,1402.35,1389.39,0.37%
"May 09, 2008",1388.28,1394.90,1394.90,1384.11,-0.67%
"May 12, 2008",1403.58,1389.40,1404.06,1386.20,1.10%
"May 13, 2008",1403.04,1404.40,1406.30,1396.26,-0.04%
"May 14, 2008",1408.66,1405.65,1420.19,1405.65,0.40%
"May 15, 2008",1423.57,1408.36,1424.40,1406.87,1.06%
"May 16, 2008",1425.35,1423.89,1425.82,1414.35,0.13%
"May 19, 2008",1426.63,1425.28,1440.24,1421.63,0.09%
"May 20, 2008",1413.40,1424.49,1424.49,1409.09,-0.93%
"May 21, 2008",1390.71,1414.06,1419.12,1388.81,-1.61%
"May 22, 2008",1394.35,1390.83,1399.07,1390.23,0.26%
"May 23, 2008",1375.93,1392.20,1392.20,1373.72,-1.32%
"May 27, 2008",1385.35,1375.97,1387.40,1373.07,0.68%
"May 28, 2008",1390.84,1386.54,1391.25,1378.16,0.40%
"May 29, 2008",1398.26,1390.50,1406.32,1388.59,0.53%
"May 30, 2008",1400.38,1398.36,1404.46,1398.08,0.15%
"Jun 02, 2008",1385.67,1399.62,1399.62,1377.79,-1.05%
"Jun 03, 2008",1377.65,1386.42,1393.12,1370.12,-0.58%
"Jun 04, 2008",1377.20,1376.26,1388.18,1371.74,-0.03%
"Jun 05, 2008",1404.05,1377.48,1404.05,1377.48,1.95%
"Jun 06, 2008",1360.68,1400.06,1400.06,1359.90,-3.09%
"Jun 09, 2008",1361.76,1360.83,1370.63,1350.62,0.08%
"Jun 10, 2008",1358.44,1358.98,1366.84,1351.56,-0.24%
"Jun 11, 2008",1335.49,1357.09,1357.09,1335.47,-1.69%
"Jun 12, 2008",1339.87,1335.78,1353.03,1331.29,0.33%
"Jun 13, 2008",1360.03,1341.81,1360.03,1341.71,1.50%
"Jun 16, 2008",1360.14,1358.85,1364.70,1352.07,0.01%
"Jun 17, 2008",1350.93,1360.71,1366.59,1350.54,-0.68%
"Jun 18, 2008",1337.81,1349.59,1349.59,1333.40,-0.97%
"Jun 19, 2008",1342.83,1336.89,1347.66,1330.50,0.38%
"Jun 20, 2008",1317.93,1341.02,1341.02,1314.46,-1.85%
"Jun 23, 2008",1318.00,1319.77,1323.78,1315.31,0.01%
"Jun 24, 2008",1314.29,1317.23,1326.02,1304.42,-0.28%
"Jun 25, 2008",1321.97,1314.54,1335.63,1314.54,0.58%
"Jun 26, 2008",1283.15,1316.29,1316.29,1283.15,-2.94%
"Jun 27, 2008",1278.38,1283.60,1289.45,1272.00,-0.37%
"Jun 30, 2008",1280.00,1278.06,1290.31,1274.86,0.13%
"Jul 01, 2008",1284.91,1276.69,1285.31,1260.68,0.38%
"Jul 02, 2008",1261.52,1285.82,1292.17,1261.51,-1.82%
"Jul 03, 2008",1262.90,1262.96,1271.48,1252.01,0.11%
"Jul 07, 2008",1252.31,1262.90,1273.95,1240.68,-0.84%
"Jul 08, 2008",1273.70,1251.84,1274.17,1242.84,1.71%
"Jul 09, 2008",1244.69,1273.38,1277.36,1244.57,-2.28%
"Jul 10, 2008",1253.39,1245.25,1257.65,1236.76,0.70%
"Jul 11, 2008",1239.49,1248.66,1257.27,1225.35,-1.11%
"Jul 14, 2008",1228.30,1241.61,1253.50,1225.01,-0.90%
"Jul 15, 2008",1214.91,1226.83,1234.35,1200.44,-1.09%
"Jul 16, 2008",1245.36,1214.65,1245.52,1211.39,2.51%
"Jul 17, 2008",1260.32,1246.31,1262.31,1241.49,1.20%
"Jul 18, 2008",1260.68,1258.22,1262.23,1251.81,0.03%
"Jul 21, 2008",1260.00,1261.82,1267.74,1255.70,-0.05%
"Jul 22, 2008",1277.00,1257.08,1277.42,1248.83,1.35%
"Jul 23, 2008",1282.19,1278.87,1291.17,1276.06,0.41%
"Jul 24, 2008",1252.54,1283.22,1283.22,1251.48,-2.31%
"Jul 25, 2008",1257.76,1253.51,1263.23,1251.75,0.42%
"Jul 28, 2008",1234.37,1257.76,1260.09,1234.37,-1.86%
"Jul 29, 2008",1263.20,1236.38,1263.20,1236.38,2.34%
"Jul 30, 2008",1284.26,1264.52,1284.33,1264.52,1.67%
"Jul 31, 2008",1267.38,1281.37,1284.93,1265.97,-1.31%
"Aug 01, 2008",1260.31,1269.42,1270.52,1254.54,-0.56%
"Aug 04, 2008",1249.01,1253.27,1260.49,1247.45,-0.90%
"Aug 05, 2008",1284.88,1254.87,1284.88,1254.67,2.87%
"Aug 06, 2008",1289.19,1283.99,1291.67,1276.00,0.34%
"Aug 07, 2008",1266.07,1286.51,1286.51,1264.29,-1.79%
"Aug 08, 2008",1296.32,1266.29,1297.85,1262.11,2.39%
"Aug 11, 2008",1305.32,1294.42,1313.15,1291.41,0.69%
"Aug 12, 2008",1289.59,1304.79,1304.79,1285.64,-1.21%
"Aug 13, 2008",1285.83,1288.64,1294.03,1274.86,-0.29%
"Aug 14, 2008",1292.93,1282.11,1300.11,1276.84,0.55%
"Aug 15, 2008",1298.20,1293.85,1302.05,1290.74,0.41%
"Aug 18, 2008",1278.60,1298.14,1300.22,1274.51,-1.51%
"Aug 19, 2008",1266.69,1276.65,1276.65,1263.11,-0.93%
"Aug 20, 2008",1274.54,1267.34,1276.01,1261.16,0.62%
"Aug 21, 2008",1277.72,1271.07,1281.40,1265.22,0.25%
"Aug 22, 2008",1292.20,1277.59,1293.09,1277.59,1.13%
"Aug 25, 2008",1266.84,1290.47,1290.47,1264.87,-1.96%
"Aug 26, 2008",1271.51,1267.03,1275.65,1263.21,0.37%
"Aug 27, 2008",1281.66,1271.29,1285.05,1270.03,0.80%
"Aug 28, 2008",1300.68,1283.79,1300.68,1283.79,1.48%
"Aug 29, 2008",1282.83,1296.49,1297.59,1282.74,-1.37%
"Sep 02, 2008",1277.58,1287.83,1303.04,1272.20,-0.41%
"Sep 03, 2008",1274.98,1276.61,1280.60,1265.59,-0.20%
"Sep 04, 2008",1236.83,1271.80,1271.80,1232.83,-2.99%
"Sep 05, 2008",1242.31,1233.21,1244.94,1217.23,0.44%
"Sep 08, 2008",1267.79,1249.50,1274.42,1247.12,2.05%
"Sep 09, 2008",1224.51,1267.98,1268.66,1224.51,-3.41%
"Sep 10, 2008",1232.04,1227.50,1243.90,1221.60,0.61%
"Sep 11, 2008",1249.05,1229.04,1249.98,1211.54,1.38%
"Sep 12, 2008",1251.70,1245.88,1255.09,1233.81,0.21%
"Sep 15, 2008",1192.70,1250.92,1250.92,1192.70,-4.71%
"Sep 16, 2008",1213.60,1188.31,1214.84,1169.28,1.75%
"Sep 17, 2008",1156.39,1210.34,1210.34,1155.88,-4.71%
"Sep 18, 2008",1206.51,1157.08,1211.14,1133.50,4.33%
"Sep 19, 2008",1255.08,1213.11,1265.12,1213.11,4.03%
"Sep 22, 2008",1207.09,1255.37,1255.37,1205.61,-3.82%
"Sep 23, 2008",1188.22,1207.61,1221.15,1187.06,-1.56%
"Sep 24, 2008",1185.87,1188.79,1197.41,1179.79,-0.20%
"Sep 25, 2008",1209.18,1187.87,1220.03,1187.87,1.97%
"Sep 26, 2008",1213.27,1204.47,1215.77,1187.54,0.34%
"Sep 29, 2008",1106.42,1209.07,1209.07,1106.42,-8.81%
"Sep 30, 2008",1166.36,1113.78,1168.03,1113.78,5.42%
"Oct 01, 2008",1161.06,1164.17,1167.03,1140.77,-0.45%
"Oct 02, 2008",1114.28,1160.64,1160.64,1111.43,-4.03%
"Oct 03, 2008",1099.23,1115.16,1153.82,1098.14,-1.35%
"Oct 06, 2008",1056.89,1097.56,1097.56,1007.97,-3.85%
"Oct 07, 2008",996.23,1057.60,1072.91,996.23,-5.74%
"Oct 08, 2008",984.94,988.91,1021.06,970.97,-1.13%
"Oct 09, 2008",909.92,988.42,1005.25,909.19,-7.62%
"Oct 10, 2008",899.22,902.31,936.36,839.80,-1.18%
"Oct 13, 2008",1003.35,912.75,1006.93,912.75,11.58%
"Oct 14, 2008",998.01,1009.97,1044.31,972.07,-0.53%
"Oct 15, 2008",907.84,994.60,994.60,903.99,-9.03%
"Oct 16, 2008",946.43,909.53,947.71,865.83,4.25%
"Oct 17, 2008",940.55,942.29,984.64,918.74,-0.62%
"Oct 20, 2008",985.40,943.51,985.40,943.51,4.77%
"Oct 21, 2008",955.05,980.40,985.44,952.47,-3.08%
"Oct 22, 2008",896.78,951.67,951.67,875.81,-6.10%
"Oct 23, 2008",908.11,899.08,922.83,858.44,1.26%
"Oct 24, 2008",876.77,895.22,896.30,852.85,-3.45%
"Oct 27, 2008",848.92,874.28,893.78,846.75,-3.18%
"Oct 28, 2008",940.51,848.92,940.51,845.27,10.79%
"Oct 29, 2008",930.09,939.51,969.97,922.26,-1.11%
"Oct 30, 2008",954.09,939.38,963.23,928.50,2.58%
"Oct 31, 2008",968.75,953.11,984.38,944.59,1.54%
"Nov 03, 2008",966.30,968.67,975.57,958.82,-0.25%
"Nov 04, 2008",1005.75,971.31,1007.51,971.31,4.08%
"Nov 05, 2008",952.77,1001.84,1001.84,949.86,-5.27%
"Nov 06, 2008",904.88,952.40,952.40,899.73,-5.03%
"Nov 07, 2008",930.99,907.44,931.46,906.90,2.89%
"Nov 10, 2008",919.21,936.75,951.95,907.47,-1.27%
"Nov 11, 2008",898.95,917.15,917.15,884.90,-2.20%
"Nov 12, 2008",852.30,893.39,893.39,850.48,-5.19%
"Nov 13, 2008",911.29,853.13,913.01,818.69,6.92%
"Nov 14, 2008",873.29,904.36,916.88,869.88,-4.17%
"Nov 17, 2008",850.75,873.23,882.29,848.98,-2.58%
"Nov 18, 2008",859.12,852.34,865.90,826.84,0.98%
"Nov 19, 2008",806.58,859.03,864.57,806.18,-6.12%
"Nov 20, 2008",752.44,805.87,820.52,747.78,-6.71%
"Nov 21, 2008",800.03,755.84,801.20,741.02,6.32%
"Nov 24, 2008",851.81,801.20,865.60,801.20,6.47%
"Nov 25, 2008",857.39,853.40,868.94,834.99,0.66%
"Nov 26, 2008",887.68,852.90,887.68,841.37,3.53%
"Nov 28, 2008",896.24,886.89,896.25,881.21,0.96%
"Dec 01, 2008",816.21,888.61,888.61,815.69,-8.93%
"Dec 02, 2008",848.81,817.94,850.54,817.94,3.99%
"Dec 03, 2008",870.74,843.60,873.12,827.60,2.58%
"Dec 04, 2008",845.22,869.75,875.60,833.60,-2.93%
"Dec 05, 2008",876.07,844.43,879.42,818.41,3.65%
"Dec 08, 2008",909.70,882.71,918.57,882.71,3.84%
"Dec 09, 2008",888.67,906.48,916.26,885.38,-2.31%
"Dec 10, 2008",899.24,892.17,908.27,885.45,1.19%
"Dec 11, 2008",873.59,898.35,904.63,868.73,-2.85%
"Dec 12, 2008",879.73,871.79,883.24,851.35,0.70%
"Dec 15, 2008",868.57,881.07,884.63,857.72,-1.27%
"Dec 16, 2008",913.18,871.53,914.66,871.53,5.14%
"Dec 17, 2008",904.42,908.16,918.85,895.94,-0.96%
"Dec 18, 2008",885.28,905.98,911.02,877.44,-2.12%
"Dec 19, 2008",887.88,886.96,905.47,883.02,0.29%
"Dec 22, 2008",871.63,887.20,887.37,857.09,-1.83%
"Dec 23, 2008",863.16,874.31,880.44,860.10,-0.97%
"Dec 24, 2008",868.15,863.87,869.79,861.44,0.58%
"Dec 26, 2008",872.80,869.51,873.74,866.52,0.54%
"Dec 29, 2008",869.42,872.37,873.70,857.07,-0.39%
"Dec 30, 2008",890.64,870.58,891.12,870.58,2.44%
"Dec 31, 2008",903.25,890.59,910.32,889.67,1.42%
"Jan 02, 2009",931.80,902.99,934.73,899.35,3.16%
"Jan 05, 2009",927.45,929.17,936.63,919.53,-0.47%
"Jan 06, 2009",934.70,931.17,943.85,927.28,0.78%
"Jan 07, 2009",906.65,927.45,927.45,902.37,-3.00%
"Jan 08, 2009",909.73,905.73,910.00,896.81,0.34%
"Jan 09, 2009",890.35,909.91,911.93,888.31,-2.13%
"Jan 12, 2009",870.26,890.40,890.40,864.32,-2.26%
"Jan 13, 2009",871.79,869.79,877.02,862.02,0.18%
"Jan 14, 2009",842.62,867.28,867.28,836.93,-3.35%
"Jan 15, 2009",843.74,841.99,851.59,817.04,0.13%
"Jan 16, 2009",850.12,844.45,858.13,830.66,0.76%
"Jan 20, 2009",805.22,849.64,849.64,804.47,-5.28%
"Jan 21, 2009",840.24,806.77,841.72,804.30,4.35%
"Jan 22, 2009",827.50,839.74,839.74,811.29,-1.52%
"Jan 23, 2009",831.95,822.16,838.61,806.07,0.54%
"Jan 26, 2009",836.57,832.50,852.53,827.69,0.56%
"Jan 27, 2009",845.71,837.30,850.45,835.40,1.09%
"Jan 28, 2009",874.09,845.73,877.86,845.73,3.36%
"Jan 29, 2009",845.14,868.89,868.89,844.15,-3.31%
"Jan 30, 2009",825.88,845.69,851.66,821.67,-2.28%
"Feb 02, 2009",825.44,823.09,830.78,812.87,-0.05%
"Feb 03, 2009",838.51,825.69,842.60,821.98,1.58%
"Feb 04, 2009",832.23,837.77,851.85,829.18,-0.75%
"Feb 05, 2009",845.85,831.75,850.55,819.91,1.64%
"Feb 06, 2009",868.60,846.09,870.75,845.42,2.69%
"Feb 09, 2009",869.89,868.24,875.01,861.65,0.15%
"Feb 10, 2009",827.16,866.87,868.05,822.99,-4.91%
"Feb 11, 2009",833.74,827.41,838.22,822.30,0.80%
"Feb 12, 2009",835.19,829.91,835.48,808.06,0.17%
"Feb 13, 2009",826.84,833.95,839.43,825.21,-1.00%
"Feb 17, 2009",789.17,818.61,818.61,789.17,-4.56%
"Feb 18, 2009",788.42,791.06,796.17,780.43,-0.10%
"Feb 19, 2009",778.94,787.91,797.58,777.03,-1.20%
"Feb 20, 2009",770.05,775.87,778.69,754.25,-1.14%
"Feb 23, 2009",743.33,773.25,777.85,742.37,-3.47%
"Feb 24, 2009",773.14,744.69,775.49,744.69,4.01%
"Feb 25, 2009",764.90,770.64,780.12,752.89,-1.07%
"Feb 26, 2009",752.83,765.76,779.42,751.75,-1.58%
"Feb 27, 2009",735.09,749.93,751.27,734.52,-2.36%
"Mar 02, 2009",700.82,729.57,729.57,699.70,-4.66%
"Mar 03, 2009",696.33,704.44,711.67,692.30,-0.64%
"Mar 04, 2009",712.87,698.60,724.12,698.60,2.38%
"Mar 05, 2009",682.55,708.27,708.27,677.93,-4.25%
"Mar 06, 2009",683.38,684.04,699.09,666.79,0.12%
"Mar 09, 2009",676.53,680.76,695.27,672.88,-1.00%
"Mar 10, 2009",719.60,679.28,719.60,679.28,6.37%
"Mar 11, 2009",721.36,719.59,731.92,713.85,0.24%
"Mar 12, 2009",750.74,720.89,752.63,714.76,4.07%
"Mar 13, 2009",756.55,751.97,758.29,742.46,0.77%
"Mar 16, 2009",753.89,758.84,774.53,753.37,-0.35%
"Mar 17, 2009",778.12,753.88,778.12,749.93,3.21%
"Mar 18, 2009",794.35,776.01,803.04,765.64,2.09%
"Mar 19, 2009",784.04,797.92,803.24,781.82,-1.30%
"Mar 20, 2009",768.54,784.58,788.91,766.20,-1.98%
"Mar 23, 2009",822.92,772.31,823.37,772.31,7.08%
"Mar 24, 2009",806.12,820.60,823.65,805.48,-2.04%
"Mar 25, 2009",813.88,806.81,826.78,791.37,0.96%
"Mar 26, 2009",832.86,814.06,832.98,814.06,2.33%
"Mar 27, 2009",815.94,828.68,828.68,813.43,-2.03%
"Mar 30, 2009",787.53,809.07,809.07,779.81,-3.48%
"Mar 31, 2009",797.87,790.88,810.48,790.88,1.31%
"Apr 01, 2009",811.08,793.59,813.62,783.32,1.66%
"Apr 02, 2009",834.38,814.53,845.61,814.53,2.87%
"Apr 03, 2009",842.50,835.13,842.50,826.70,0.97%
"Apr 06, 2009",835.48,839.75,839.75,822.79,-0.83%
"Apr 07, 2009",815.55,834.12,834.12,814.53,-2.39%
"Apr 08, 2009",825.16,816.76,828.42,814.84,1.18%
"Apr 09, 2009",856.56,829.29,856.91,829.29,3.81%
"Apr 13, 2009",858.73,855.33,864.31,845.35,0.25%
"Apr 14, 2009",841.50,856.88,856.88,840.25,-2.01%
"Apr 15, 2009",852.06,839.44,852.93,835.58,1.25%
"Apr 16, 2009",865.30,854.54,870.35,847.04,1.55%
"Apr 17, 2009",869.60,865.18,875.63,860.87,0.50%
"Apr 20, 2009",832.39,868.27,868.27,832.39,-4.28%
"Apr 21, 2009",850.08,831.25,850.09,826.83,2.13%
"Apr 22, 2009",843.55,847.26,861.78,840.57,-0.77%
"Apr 23, 2009",851.92,844.62,852.87,835.45,0.99%
"Apr 24, 2009",866.23,853.91,871.80,853.91,1.68%
"Apr 27, 2009",857.51,862.82,868.83,854.65,-1.01%
"Apr 28, 2009",855.16,854.48,864.48,847.12,-0.27%
"Apr 29, 2009",873.64,856.85,882.06,856.85,2.16%
"Apr 30, 2009",872.81,876.59,888.70,868.51,-0.10%
"May 01, 2009",877.52,872.74,880.48,866.10,0.54%
"May 04, 2009",907.24,879.21,907.85,879.21,3.39%
"May 05, 2009",903.80,906.10,907.70,897.34,-0.38%
"May 06, 2009",919.53,903.95,920.28,903.95,1.74%
"May 07, 2009",907.39,919.58,929.58,901.36,-1.32%
"May 08, 2009",929.23,909.03,930.17,909.03,2.41%
"May 11, 2009",909.24,922.99,922.99,908.68,-2.15%
"May 12, 2009",908.35,910.52,915.57,896.46,-0.10%
"May 13, 2009",883.92,905.40,905.40,882.80,-2.69%
"May 14, 2009",893.07,884.24,898.36,882.52,1.04%
"May 15, 2009",882.88,892.76,896.97,878.94,-1.14%
"May 18, 2009",909.71,886.07,910.00,886.07,3.04%
"May 19, 2009",908.13,909.67,916.39,905.22,-0.17%
"May 20, 2009",903.47,908.62,924.60,901.37,-0.51%
"May 21, 2009",888.33,900.42,900.42,879.61,-1.68%
"May 22, 2009",887.00,888.68,896.65,883.75,-0.15%
"May 26, 2009",910.33,887.00,911.76,881.46,2.63%
"May 27, 2009",893.06,909.95,913.84,891.87,-1.90%
"May 28, 2009",906.83,892.96,909.45,887.60,1.54%
"May 29, 2009",919.14,907.02,920.02,903.56,1.36%
"Jun 01, 2009",942.87,923.26,947.77,923.26,2.58%
"Jun 02, 2009",944.74,942.87,949.38,938.46,0.20%
"Jun 03, 2009",931.76,942.51,942.51,923.85,-1.37%
"Jun 04, 2009",942.46,932.49,942.47,929.32,1.15%
"Jun 05, 2009",940.09,945.67,951.69,934.13,-0.25%
"Jun 08, 2009",939.14,938.12,946.33,926.44,-0.10%
"Jun 09, 2009",942.43,940.35,946.92,936.15,0.35%
"Jun 10, 2009",939.15,942.73,949.77,927.97,-0.35%
"Jun 11, 2009",944.89,939.04,956.23,939.04,0.61%
"Jun 12, 2009",946.21,943.44,946.30,935.66,0.14%
"Jun 15, 2009",923.72,942.45,942.45,919.65,-2.38%
"Jun 16, 2009",911.97,925.60,928.00,911.60,-1.27%
"Jun 17, 2009",910.71,911.89,918.44,903.78,-0.14%
"Jun 18, 2009",918.37,910.86,921.93,907.94,0.84%
"Jun 19, 2009",921.23,919.96,927.09,915.80,0.31%
"Jun 22, 2009",893.04,918.13,918.13,893.04,-3.06%
"Jun 23, 2009",895.10,893.46,898.69,888.86,0.23%
"Jun 24, 2009",900.94,896.31,910.85,896.31,0.65%
"Jun 25, 2009",920.26,899.45,921.42,896.27,2.14%
"Jun 26, 2009",918.90,918.84,922.00,913.03,-0.15%
"Jun 29, 2009",927.23,919.86,927.99,916.18,0.91%
"Jun 30, 2009",919.32,927.15,930.01,912.86,-0.85%
"Jul 01, 2009",923.33,920.82,931.92,920.82,0.44%
"Jul 02, 2009",896.42,921.24,921.24,896.42,-2.91%
"Jul 06, 2009",898.72,894.27,898.72,886.36,0.26%
"Jul 07, 2009",881.03,898.60,898.60,879.93,-1.97%
"Jul 08, 2009",879.56,881.90,886.80,869.32,-0.17%
"Jul 09, 2009",882.68,881.28,887.86,878.45,0.35%
"Jul 10, 2009",879.13,880.03,883.57,872.81,-0.40%
"Jul 13, 2009",901.05,879.57,901.05,875.32,2.49%
"Jul 14, 2009",905.84,900.77,905.84,896.50,0.53%
"Jul 15, 2009",932.68,910.15,933.95,910.15,2.96%
"Jul 16, 2009",940.74,930.17,943.96,927.45,0.86%
"Jul 17, 2009",940.38,940.56,941.89,934.65,-0.04%
"Jul 20, 2009",951.13,942.07,951.62,940.99,1.14%
"Jul 21, 2009",954.58,951.97,956.53,943.22,0.36%
"Jul 22, 2009",954.07,953.40,959.83,947.75,-0.05%
"Jul 23, 2009",976.29,954.07,979.42,953.27,2.33%
"Jul 24, 2009",979.26,972.16,979.79,965.95,0.30%
"Jul 27, 2009",982.18,978.63,982.49,972.29,0.30%
"Jul 28, 2009",979.62,981.48,982.35,969.35,-0.26%
"Jul 29, 2009",975.15,977.66,977.76,968.65,-0.46%
"Jul 30, 2009",986.75,976.01,996.68,976.01,1.19%
"Jul 31, 2009",987.48,986.80,993.18,982.85,0.07%
"Aug 03, 2009",1002.63,990.22,1003.61,990.22,1.53%
"Aug 04, 2009",1005.65,1001.41,1007.12,996.68,0.30%
"Aug 05, 2009",1002.72,1005.41,1006.64,994.31,-0.29%
"Aug 06, 2009",997.08,1004.06,1008.00,992.49,-0.56%
"Aug 07, 2009",1010.48,999.83,1018.00,999.83,1.34%
"Aug 10, 2009",1007.10,1008.89,1010.12,1000.99,-0.33%
"Aug 11, 2009",994.35,1005.77,1005.77,992.40,-1.27%
"Aug 12, 2009",1005.81,994.00,1012.78,993.36,1.15%
