Date,predicted_signal,actual_returns,strategy_returns,cumulative_Returns
2017-05-11,0.0,-0.002162833436821554,-0.0,0.0
2017-05-12,0.0,-0.0014784250179582514,-0.0,0.0
2017-05-15,0.0,0.004776444016897363,0.0,0.0
2017-05-16,0.0,-0.0006868360584768585,-0.0,0.0
2017-05-17,0.0,-0.01817825856948263,-0.0,0.0
2017-05-18,0.0,0.0036868431882495223,0.0,0.0
2017-05-19,0.0,0.00676749573068669,0.0,0.0
2017-05-22,0.0,0.005160114706536767,0.0,0.0
2017-05-23,0.0,0.0018379127993919386,0.0,0.0
2017-05-24,0.0,0.0024891386829661855,0.0,0.0
2017-05-25,0.0,0.004441875070184231,0.0,0.0
2017-05-26,0.0,0.0003105500047617671,0.0,0.0
2017-05-30,0.0,-0.0012045599423798903,-0.0,0.0
2017-05-31,0.0,-0.00046002544645251664,-0.0,0.0
2017-06-01,0.0,0.007571108715482167,0.0,0.0
2017-06-02,0.0,0.003707727381216941,0.0,0.0
2017-06-05,0.0,-0.0012176772294358873,-0.0,0.0
2017-06-06,0.0,-0.0027790320594393014,-0.0,0.0
2017-06-07,0.0,0.001568333655781684,0.0,0.0
2017-06-08,0.0,0.0002671445128517025,0.0,0.0
2017-06-09,0.0,-0.0008299812227020587,-0.0,0.0
2017-06-12,0.0,-0.000978710980068076,-0.0,0.0
2017-06-13,0.0,0.004511420562363311,0.0,0.0
2017-06-14,0.0,-0.0009957588050893973,-0.0,0.0
2017-06-15,0.0,-0.002239614097263254,-0.0,0.0
2017-06-16,0.0,0.00028366345181418673,0.0,0.0
2017-06-19,0.0,0.00834720424141544,0.0,0.0
2017-06-20,0.0,-0.006696665117833511,-0.0,0.0
2017-06-21,0.0,-0.0005826764545369123,-0.0,0.0
2017-06-22,0.0,-0.00045573798760889517,-0.0,0.0
2017-06-23,0.0,0.0015608954610804027,0.0,0.0
2017-06-26,0.0,0.00031579379075585834,0.0,0.0
2017-06-27,0.0,-0.008072749039592986,-0.0,0.0
2017-06-28,0.0,0.0088080417296994,0.0,0.0
2017-06-29,0.0,-0.008600027041533398,-0.0,0.0
2017-06-30,0.0,0.0015332479232963436,0.0,0.0
2017-07-03,0.0,0.0023107934687074394,0.0,0.0
2017-07-05,0.0,0.0014532669688471778,0.0,0.0
2017-07-06,0.0,-0.00936880791271677,-0.0,0.0
2017-07-07,0.0,0.006403153854134258,0.0,0.0
2017-07-10,0.0,0.0009277661864273146,0.0,0.0
2017-07-11,0.0,-0.0007827208199616686,-0.0,0.0
2017-07-12,0.0,0.007305619802682184,0.0,0.0
2017-07-13,0.0,0.00187455233807432,0.0,0.0
2017-07-14,0.0,0.0046735271648765675,0.0,0.0
2017-07-17,0.0,-5.286121491343554e-05,-0.0,0.0
2017-07-18,0.0,0.0005977699520971491,0.0,0.0
2017-07-19,0.0,0.0053726514969865136,0.0,0.0
2017-07-20,0.0,-0.00015360796821128897,-0.0,0.0
2017-07-21,0.0,-0.0003679071741898854,-0.0,0.0
2017-07-24,0.0,-0.0010636834995592093,-0.0,0.0
2017-07-25,0.0,0.002923183435833865,0.0,0.0
2017-07-26,0.0,0.0002825850883885206,0.0,0.0
2017-07-27,0.0,-0.0009726252406339064,-0.0,0.0
2017-07-28,0.0,-0.0013411865461215866,-0.0,0.0
2017-07-31,0.0,-0.0007281258848751415,-0.0,0.0
2017-08-01,0.0,0.002449095251588762,0.0,0.0
2017-08-02,0.0,0.0004926605689827834,0.0,0.0
2017-08-03,0.0,-0.0021835911800677232,-0.0,0.0
2017-08-04,0.0,0.0018890363083294837,0.0,0.0
2017-08-07,0.0,0.001647266869345021,0.0,0.0
2017-08-08,0.0,-0.002414436638168982,-0.0,0.0
2017-08-09,0.0,-0.0003636481179190021,-0.0,0.0
2017-08-10,0.0,-0.01447441815345063,-0.0,0.0
2017-08-11,0.0,0.0012755258980974293,0.0,0.0
2017-08-14,0.0,0.01004374682548792,0.0,0.0
2017-08-15,0.0,-0.0004988158193557357,-0.0,0.0
2017-08-16,0.0,0.0014201029777529683,0.0,0.0
2017-08-17,0.0,-0.015436913265616137,-0.0,0.0
2017-08-18,1.0,-0.0018353833934839914,-0.0018353833934839914,-0.0018353833934839914
2017-08-21,0.0,0.0011626229102676966,0.0011626229102676966,-0.0006748943419986331
2017-08-22,0.0,0.009940824503679613,0.009940824503679613,0.009259221155468733
2017-08-23,0.0,-0.003453604674394928,-0.003453604674394928,0.005773638791610081
2017-08-24,0.0,-0.002074434133647607,-0.002074434133647607,0.003687227624577849
2017-08-25,0.0,0.0016728373042720346,0.0016728373042720346,0.005366233060769554
2017-08-28,0.0,0.00048709604797259054,0.00048709604797259054,0.005855942979658524
2017-08-29,0.0,0.0008427977612674997,0.0008427977612674997,0.0067036761165593095
2017-08-30,0.0,0.004615133058087695,0.004615133058087695,0.01134974753190332
2017-08-31,0.0,0.005721051924853171,0.005721051924853171,0.017135731951720468
2017-09-01,0.0,0.0019824813383773066,0.0019824813383773066,0.019152184558911545
2017-09-05,0.0,-0.007550826754961659,-0.007550826754961659,0.011456742976366563
2017-09-06,0.0,0.003128750737433128,0.003128750737433128,0.014621339006835488
2017-09-07,0.0,-0.00017845989113951521,-0.00017845989113951521,0.014440269793128513
2017-09-08,0.0,-0.001488783416494277,-0.001488783416494277,0.012929987942436494
2017-09-11,0.0,0.01083922760346634,0.01083922760346634,0.02390936662812093
2017-09-12,0.0,0.003363999180100441,0.003363999180100441,0.02735379689795514
2017-09-13,0.0,0.0007570659488558285,0.0007570659488558285,0.028131571475014328
2017-09-14,0.0,-0.0011007176679195263,-0.0011007176679195263,0.026999888889345902
2017-09-15,0.0,0.0018472363580994688,0.0018472363580994688,0.028897000423866448
2017-09-18,0.0,0.0014558660603223306,0.0014558660603223306,0.030394936646350956
2017-09-19,0.0,0.0011102812845715793,0.0011102812845715793,0.03153896486022667
2017-09-20,0.0,0.0006343127281429606,0.0006343127281429606,0.03219328315521297
2017-09-21,0.0,-0.003045960514145296,-0.003045960514145296,0.029049263171756268
2017-09-22,0.0,0.0006478445173156988,0.0006478445173156988,0.029715927094949857
2017-09-25,0.0,-0.002222026840165925,-0.002222026840165925,0.02742787066719843
2017-09-26,0.0,7.209632068461147e-05,7.209632068461147e-05,0.027501944436442383
2017-09-27,0.0,0.004085163646849521,0.004085163646849521,0.03169945802692142
2017-09-28,0.0,0.0012046078243665992,0.0012046078243665992,0.03294225126645545
2017-09-29,0.0,0.0037050907149631662,0.0037050907149631662,0.03676939601071605
2017-10-02,0.0,0.0038739997459671383,0.0038739997459671383,0.040785840387488115
2017-10-03,0.0,0.002158853672423522,0.002158853672423522,0.0430327447212151
2017-10-04,0.0,0.0012467548864110167,0.0012467548864110167,0.04433315089238299
2017-10-05,-1.0,0.005646756562926125,0.0,0.04433315089238299
2017-10-06,0.0,-0.0010736382622734686,-0.0,0.04433315089238299
2017-10-09,0.0,-0.001804395664743219,-0.0,0.04433315089238299
2017-10-10,0.0,0.002322446782173193,0.0,0.04433315089238299
2017-10-11,0.0,0.001803468933287311,0.0,0.04433315089238299
2017-10-12,0.0,-0.0016867300136190755,-0.0,0.04433315089238299
2017-10-13,0.0,0.0008781111202582625,0.0,0.04433315089238299
2017-10-16,0.0,0.0017507647356032052,0.0,0.04433315089238299
2017-10-17,0.0,0.0006724949562879612,0.0,0.04433315089238299
2017-10-18,0.0,0.0007423730932734074,0.0,0.04433315089238299
2017-10-19,0.0,0.0003279635804251946,0.0,0.04433315089238299
2017-10-20,0.0,0.005116896296007312,0.0,0.04433315089238299
2017-10-23,0.0,-0.0039724915637947555,-0.0,0.04433315089238299
2017-10-24,0.0,0.0016179463387628878,0.0,0.04433315089238299
2017-10-25,0.0,-0.004663057143858063,-0.0,0.04433315089238299
2017-10-26,0.0,0.0012709461705413538,0.0,0.04433315089238299
2017-10-27,0.0,0.008072957350414134,0.0,0.04433315089238299
2017-10-30,0.0,-0.0031924744388955872,-0.0,0.04433315089238299
2017-10-31,0.0,0.0009444852555358096,0.0,0.04433315089238299
2017-11-01,0.0,0.001592072256781707,0.0,0.04433315089238299
2017-11-02,0.0,0.00018996960486306058,0.0,0.04433315089238299
2017-11-03,0.0,0.0030970792875555375,0.0,0.04433315089238299
2017-11-06,0.0,0.0012713305304810074,0.0,0.04433315089238299
2017-11-07,0.0,-0.00018910668318461443,-0.0,0.04433315089238299
2017-11-08,0.0,0.0014436587098169973,0.0,0.04433315089238299
2017-11-09,0.0,-0.003761977813581785,-0.0,0.04433315089238299
2017-11-10,0.0,-0.0008976174447306029,-0.0,0.04433315089238299
2017-11-13,0.0,0.0009836192541532451,0.0,0.04433315089238299
2017-11-14,0.0,-0.002309620711533511,-0.0,0.04433315089238299
2017-11-15,0.0,-0.005525675974360822,-0.0,0.04433315089238299
2017-11-16,0.0,0.008196146017733552,0.0,0.04433315089238299
2017-11-17,0.0,-0.0026260422951377427,-0.0,0.04433315089238299
2017-11-20,0.0,0.001275762452255913,0.0,0.04433315089238299
2017-11-21,0.0,0.006541086075890767,0.0,0.04433315089238299
2017-11-22,0.0,-0.0007502799121211767,-0.0,0.04433315089238299
2017-11-24,0.0,0.002056155374497548,0.0,0.04433315089238299
2017-11-27,0.0,-0.0003842577293442506,-0.0,0.04433315089238299
2017-11-28,0.0,0.00984846737551015,0.0,0.04433315089238299
2017-11-29,0.0,-0.00036923685973555553,-0.0,0.04433315089238299
2017-11-30,0.0,0.008190946928299692,0.0,0.04433315089238299
2017-12-01,0.0,-0.00202449028924534,-0.0,0.04433315089238299
2017-12-04,0.0,-0.0010521455442770167,-0.0,0.04433315089238299
2017-12-05,0.0,-0.003739429575970621,-0.0,0.04433315089238299
2017-12-06,0.0,-0.00011408709408766704,-0.0,0.04433315089238299
2017-12-07,0.0,0.0029323728639507607,0.0,0.04433315089238299
2017-12-08,0.0,0.005506298872194781,0.0,0.04433315089238299
2017-12-11,0.0,0.0032019611540636816,0.0,0.04433315089238299
